,ds,region,percent_ill
758,2017-02-23,12086,4.32876612092102
103,2017-02-24,12086,4.45635418452223
104,2017-02-25,12086,4.74463752876592
759,2017-02-26,12086,4.60942878591662
760,2017-02-27,12086,4.82155738476274
105,2017-02-28,12086,4.68143690521411
106,2017-03-01,12086,4.63643973625608
761,2017-03-02,12086,4.95069749915903
762,2017-03-03,12086,4.78382758974347
107,2017-03-04,12086,4.59885750911136
108,2017-03-05,12086,4.56371017394557
763,2017-03-06,12086,5.12274119121705
764,2017-03-07,12086,5.14850685700564
109,2017-03-08,12086,5.02466890433169
765,2017-03-09,12086,4.82330907757806
766,2017-03-10,12086,4.40932805355894
110,2017-03-11,12086,4.45090156953446
111,2017-03-12,12086,4.64776110399504
112,2017-03-13,12086,4.24421235153763
767,2017-03-14,12086,3.87044432841833
113,2017-03-15,12086,3.24138537382135
768,2017-03-16,12086,3.38492125796103
769,2017-03-17,12086,3.1853126482151
114,2017-03-18,12086,2.97979945177423
115,2017-03-19,12086,2.75835894751477
116,2017-03-20,12086,2.98644647493526
770,2017-03-21,12086,3.26433891240545
771,2017-03-22,12086,3.53975697652909
117,2017-03-23,12086,3.49480369016028
118,2017-03-24,12086,4.03771528937253
772,2017-03-25,12086,3.83742982478279
119,2017-03-26,12086,4.379696459651
120,2017-03-27,12086,4.09379150882987
773,2017-03-28,12086,4.05098519836427
121,2017-03-29,12086,3.91948268672478
774,2017-03-30,12086,4.33493910950852
122,2017-03-31,12086,4.52076285052652
775,2017-04-01,12086,3.88843127964135
776,2017-04-02,12086,3.70425761794853
123,2017-04-03,12086,3.77792437126505
777,2017-04-04,12086,3.61066999138309
124,2017-04-05,12086,3.56485096009599
125,2017-04-06,12086,4.04291528108622
778,2017-04-07,12086,3.46253843541301
126,2017-04-08,12086,3.26374203787011
127,2017-04-09,12086,3.58787304992519
779,2017-04-10,12086,3.97827479608596
128,2017-04-11,12086,4.13157853135105
780,2017-04-12,12086,3.92299528916789
129,2017-04-13,12086,3.69542667256501
130,2017-04-14,12086,3.35710476606618
131,2017-04-15,12086,3.61489789156412
132,2017-04-16,12086,3.42818324621351
133,2017-04-17,12086,3.42889170336335
781,2017-04-18,12086,3.30844661053038
782,2017-04-19,12086,2.47827225866876
783,2017-04-20,12086,2.2837281004614
134,2017-04-21,12086,2.25167511928999
135,2017-04-22,12086,2.11052643720127
784,2017-04-23,12086,1.93384207518162
785,2017-04-24,12086,2.46917450636202
786,2017-04-25,12086,2.34605645151913
136,2017-04-26,12086,2.71635687073649
787,2017-04-27,12086,3.06689692982082
137,2017-04-28,12086,2.75072322595013
138,2017-04-29,12086,2.85038326298886
788,2017-04-30,12086,2.93077352626365
789,2017-05-01,12086,3.3563997902277
139,2017-05-02,12086,2.81102790348761
140,2017-05-03,12086,2.6484739871425
790,2017-05-04,12086,2.61242755438052
141,2017-05-05,12086,2.54691208706303
142,2017-05-06,12086,2.46051122252083
143,2017-05-07,12086,2.0742947949125
791,2017-05-08,12086,2.33770017078608
144,2017-05-09,12086,2.42687072021175
792,2017-05-10,12086,2.28631863102158
793,2017-05-11,12086,2.51266224481876
794,2017-05-12,12086,2.65894595376155
795,2017-05-13,12086,2.52648192464883
796,2017-05-14,12086,2.75315660321278
145,2017-05-15,12086,3.22817184166404
797,2017-05-16,12086,2.55416903557695
146,2017-05-17,12086,2.48535929417777
147,2017-05-18,12086,2.73041167302058
148,2017-05-19,12086,2.51125728348118
149,2017-05-20,12086,2.67484974536055
150,2017-05-21,12086,2.55161362739936
151,2017-05-22,12086,2.51899811450107
798,2017-05-23,12086,2.00502492336731
799,2017-05-24,12086,1.88736143912222
800,2017-05-25,12086,1.68679380617258
801,2017-05-26,12086,1.66535258842752
152,2017-05-27,12086,1.57524005204033
802,2017-05-28,12086,1.68157232940473
803,2017-05-29,12086,1.69883669149447
804,2017-05-30,12086,1.38237085683617
805,2017-05-31,12086,1.44267351911198
806,2017-06-01,12086,1.59702053264564
807,2017-06-02,12086,1.53157198723785
808,2017-06-03,12086,1.53766735822435
809,2017-06-04,12086,1.84253932807733
153,2017-06-05,12086,2.11486029262468
810,2017-06-06,12086,2.23982338035142
154,2017-06-07,12086,2.78499068799291
155,2017-06-08,12086,2.72570232279103
811,2017-06-09,12086,2.71646124292555
812,2017-06-10,12086,2.50362276624977
813,2017-06-11,12086,2.63962923083147
156,2017-06-12,12086,2.20399171513474
