,region,region_name,county,state
2513,34035,"Somerset County, NJ",Somerset County,NJ
2514,34037,"Sussex County, NJ",Sussex County,NJ
2515,35009,"Curry County, NM",Curry County,NM
2516,35015,"Eddy County, NM",Eddy County,NM
2517,35017,"Grant County, NM",Grant County,NM
2518,35019,"Guadalupe County, NM",Guadalupe County,NM
2519,35023,"Hidalgo County, NM",Hidalgo County,NM
2520,35031,"McKinley County, NM",McKinley County,NM
2521,35033,"Mora County, NM",Mora County,NM
2522,35035,"Otero County, NM",Otero County,NM
2523,35037,"Quay County, NM",Quay County,NM
2524,35045,"San Juan County, NM",San Juan County,NM
2525,35049,"Santa Fe County, NM",Santa Fe County,NM
2526,35057,"Torrance County, NM",Torrance County,NM
2527,35059,"Union County, NM",Union County,NM
2528,35061,"Valencia County, NM",Valencia County,NM
2529,36001,"Albany County, NY",Albany County,NY
2530,36003,"Allegany County, NY",Allegany County,NY
2531,36005,"Bronx County, NY",Bronx County,NY
2532,36011,"Cayuga County, NY",Cayuga County,NY
2533,36015,"Chemung County, NY",Chemung County,NY
2534,36017,"Chenango County, NY",Chenango County,NY
2535,36019,"Clinton County, NY",Clinton County,NY
2536,36023,"Cortland County, NY",Cortland County,NY
2537,36027,"Dutchess County, NY",Dutchess County,NY
2538,36029,"Erie County, NY",Erie County,NY
2539,36031,"Essex County, NY",Essex County,NY
2540,36033,"Franklin County, NY",Franklin County,NY
2541,36035,"Fulton County, NY",Fulton County,NY
2542,36037,"Genesee County, NY",Genesee County,NY
2543,36041,"Hamilton County, NY",Hamilton County,NY
2544,36043,"Herkimer County, NY",Herkimer County,NY
2545,36045,"Jefferson County, NY",Jefferson County,NY
2546,36051,"Livingston County, NY",Livingston County,NY
2547,36059,"Nassau County, NY",Nassau County,NY
2548,36061,"New York County, NY",New York County,NY
2549,36063,"Niagara County, NY",Niagara County,NY
2550,36067,"Onondaga County, NY",Onondaga County,NY
2551,36069,"Ontario County, NY",Ontario County,NY
2552,36071,"Orange County, NY",Orange County,NY
2553,36073,"Orleans County, NY",Orleans County,NY
2554,36075,"Oswego County, NY",Oswego County,NY
2555,36085,"Richmond County, NY",Richmond County,NY
2556,36089,"St. Lawrence County, NY",St. Lawrence County,NY
2557,36091,"Saratoga County, NY",Saratoga County,NY
2558,36093,"Schenectady County, NY",Schenectady County,NY
2559,36099,"Seneca County, NY",Seneca County,NY
2560,36107,"Tioga County, NY",Tioga County,NY
2561,36111,"Ulster County, NY",Ulster County,NY
2562,36115,"Washington County, NY",Washington County,NY
2563,36117,"Wayne County, NY",Wayne County,NY
2564,36119,"Westchester County, NY",Westchester County,NY
2565,36121,"Wyoming County, NY",Wyoming County,NY
2566,36123,"Yates County, NY",Yates County,NY
2567,37001,"Alamance County, NC",Alamance County,NC
2568,37003,"Alexander County, NC",Alexander County,NC
2569,37007,"Anson County, NC",Anson County,NC
2570,37013,"Beaufort County, NC",Beaufort County,NC
2571,37015,"Bertie County, NC",Bertie County,NC
2572,37019,"Brunswick County, NC",Brunswick County,NC
2573,37021,"Buncombe County, NC",Buncombe County,NC
2574,37023,"Burke County, NC",Burke County,NC
2575,37029,"Camden County, NC",Camden County,NC
2576,37037,"Chatham County, NC",Chatham County,NC
2577,37041,"Chowan County, NC",Chowan County,NC
2578,37043,"Clay County, NC",Clay County,NC
2579,37045,"Cleveland County, NC",Cleveland County,NC
2580,37047,"Columbus County, NC",Columbus County,NC
2581,37049,"Craven County, NC",Craven County,NC
2582,37051,"Cumberland County, NC",Cumberland County,NC
2583,37053,"Currituck County, NC",Currituck County,NC
2584,37057,"Davidson County, NC",Davidson County,NC
2585,37065,"Edgecombe County, NC",Edgecombe County,NC
2586,37073,"Gates County, NC",Gates County,NC
2587,37075,"Graham County, NC",Graham County,NC
2588,37077,"Granville County, NC",Granville County,NC
2589,37083,"Halifax County, NC",Halifax County,NC
2590,37085,"Harnett County, NC",Harnett County,NC
2591,37087,"Haywood County, NC",Haywood County,NC
2592,37091,"Hertford County, NC",Hertford County,NC
2593,37105,"Lee County, NC",Lee County,NC
2594,37107,"Lenoir County, NC",Lenoir County,NC
2595,37109,"Lincoln County, NC",Lincoln County,NC
2596,37111,"McDowell County, NC",McDowell County,NC
2597,37115,"Madison County, NC",Madison County,NC
2598,37127,"Nash County, NC",Nash County,NC
2599,37131,"Northampton County, NC",Northampton County,NC
2600,37137,"Pamlico County, NC",Pamlico County,NC
2601,37139,"Pasquotank County, NC",Pasquotank County,NC
2602,37149,"Polk County, NC",Polk County,NC
2603,37151,"Randolph County, NC",Randolph County,NC
2604,37153,"Richmond County, NC",Richmond County,NC
2605,37159,"Rowan County, NC",Rowan County,NC
2606,37163,"Sampson County, NC",Sampson County,NC
2607,37167,"Stanly County, NC",Stanly County,NC
2608,37173,"Swain County, NC",Swain County,NC
2609,37175,"Transylvania County, NC",Transylvania County,NC
2610,37179,"Union County, NC",Union County,NC
2611,37183,"Wake County, NC",Wake County,NC
2612,37187,"Washington County, NC",Washington County,NC
2613,37191,"Wayne County, NC",Wayne County,NC
2614,37199,"Yancey County, NC",Yancey County,NC
2615,38001,"Adams County, ND",Adams County,ND
2616,38003,"Barnes County, ND",Barnes County,ND
2617,38005,"Benson County, ND",Benson County,ND
2618,38009,"Bottineau County, ND",Bottineau County,ND
2619,38011,"Bowman County, ND",Bowman County,ND
2620,38013,"Burke County, ND",Burke County,ND
2621,38015,"Burleigh County, ND",Burleigh County,ND
2622,38019,"Cavalier County, ND",Cavalier County,ND
2623,38023,"Divide County, ND",Divide County,ND
2624,38025,"Dunn County, ND",Dunn County,ND
2625,38027,"Eddy County, ND",Eddy County,ND
2626,38033,"Golden Valley County, ND",Golden Valley County,ND
2627,38035,"Grand Forks County, ND",Grand Forks County,ND
2628,38043,"Kidder County, ND",Kidder County,ND
2629,38045,"LaMoure County, ND",LaMoure County,ND
2630,38047,"Logan County, ND",Logan County,ND
2631,38049,"McHenry County, ND",McHenry County,ND
2632,38053,"McKenzie County, ND",McKenzie County,ND
2633,38055,"McLean County, ND",McLean County,ND
2634,38057,"Mercer County, ND",Mercer County,ND
2635,38067,"Pembina County, ND",Pembina County,ND
2636,38069,"Pierce County, ND",Pierce County,ND
2637,38071,"Ramsey County, ND",Ramsey County,ND
2638,38073,"Ransom County, ND",Ransom County,ND
2639,38075,"Renville County, ND",Renville County,ND
2640,38077,"Richland County, ND",Richland County,ND
2641,38079,"Rolette County, ND",Rolette County,ND
2642,38083,"Sheridan County, ND",Sheridan County,ND
2643,38087,"Slope County, ND",Slope County,ND
2644,38089,"Stark County, ND",Stark County,ND
2645,38095,"Towner County, ND",Towner County,ND
2646,38099,"Walsh County, ND",Walsh County,ND
2647,38101,"Ward County, ND",Ward County,ND
2648,39007,"Ashtabula County, OH",Ashtabula County,OH
2649,39009,"Athens County, OH",Athens County,OH
2650,39011,"Auglaize County, OH",Auglaize County,OH
2651,39013,"Belmont County, OH",Belmont County,OH
2652,39015,"Brown County, OH",Brown County,OH
2653,39019,"Carroll County, OH",Carroll County,OH
2654,39021,"Champaign County, OH",Champaign County,OH
2655,39023,"Clark County, OH",Clark County,OH
2656,39031,"Coshocton County, OH",Coshocton County,OH
2657,39033,"Crawford County, OH",Crawford County,OH
2658,39037,"Darke County, OH",Darke County,OH
2659,39039,"Defiance County, OH",Defiance County,OH
2660,39041,"Delaware County, OH",Delaware County,OH
2661,39049,"Franklin County, OH",Franklin County,OH
2662,39051,"Fulton County, OH",Fulton County,OH
2663,39053,"Gallia County, OH",Gallia County,OH
2664,39057,"Greene County, OH",Greene County,OH
2665,39059,"Guernsey County, OH",Guernsey County,OH
2666,39061,"Hamilton County, OH",Hamilton County,OH
2667,39077,"Huron County, OH",Huron County,OH
2668,39079,"Jackson County, OH",Jackson County,OH
2669,39083,"Knox County, OH",Knox County,OH
2670,39085,"Lake County, OH",Lake County,OH
2671,39087,"Lawrence County, OH",Lawrence County,OH
2672,39089,"Licking County, OH",Licking County,OH
2673,39091,"Logan County, OH",Logan County,OH
2674,39095,"Lucas County, OH",Lucas County,OH
2675,39097,"Madison County, OH",Madison County,OH
2676,39099,"Mahoning County, OH",Mahoning County,OH
2677,39101,"Marion County, OH",Marion County,OH
2678,39103,"Medina County, OH",Medina County,OH
2679,39107,"Mercer County, OH",Mercer County,OH
2680,39117,"Morrow County, OH",Morrow County,OH
2681,39121,"Noble County, OH",Noble County,OH
2682,39123,"Ottawa County, OH",Ottawa County,OH
2683,39133,"Portage County, OH",Portage County,OH
2684,39137,"Putnam County, OH",Putnam County,OH
2685,39139,"Richland County, OH",Richland County,OH
2686,39141,"Ross County, OH",Ross County,OH
2687,39145,"Scioto County, OH",Scioto County,OH
2688,39147,"Seneca County, OH",Seneca County,OH
2689,39149,"Shelby County, OH",Shelby County,OH
2690,39151,"Stark County, OH",Stark County,OH
2691,39153,"Summit County, OH",Summit County,OH
2692,39161,"Van Wert County, OH",Van Wert County,OH
2693,39163,"Vinton County, OH",Vinton County,OH
2694,39167,"Washington County, OH",Washington County,OH
2695,39171,"Williams County, OH",Williams County,OH
2696,39173,"Wood County, OH",Wood County,OH
2697,40003,"Alfalfa County, OK",Alfalfa County,OK
2698,40005,"Atoka County, OK",Atoka County,OK
2699,40007,"Beaver County, OK",Beaver County,OK
2700,40009,"Beckham County, OK",Beckham County,OK
2701,40011,"Blaine County, OK",Blaine County,OK
2702,40013,"Bryan County, OK",Bryan County,OK
2703,40015,"Caddo County, OK",Caddo County,OK
2704,40017,"Canadian County, OK",Canadian County,OK
2705,40019,"Carter County, OK",Carter County,OK
2706,40021,"Cherokee County, OK",Cherokee County,OK
2707,40025,"Cimarron County, OK",Cimarron County,OK
2708,40031,"Comanche County, OK",Comanche County,OK
2709,40033,"Cotton County, OK",Cotton County,OK
2710,40035,"Craig County, OK",Craig County,OK
2711,40037,"Creek County, OK",Creek County,OK
2712,40039,"Custer County, OK",Custer County,OK
2713,40041,"Delaware County, OK",Delaware County,OK
2714,40045,"Ellis County, OK",Ellis County,OK
2715,40049,"Garvin County, OK",Garvin County,OK
2716,40053,"Grant County, OK",Grant County,OK
2717,40059,"Harper County, OK",Harper County,OK
2718,40065,"Jackson County, OK",Jackson County,OK
2719,40067,"Jefferson County, OK",Jefferson County,OK
2720,40071,"Kay County, OK",Kay County,OK
2721,40073,"Kingfisher County, OK",Kingfisher County,OK
2722,40075,"Kiowa County, OK",Kiowa County,OK
2723,40077,"Latimer County, OK",Latimer County,OK
2724,40081,"Lincoln County, OK",Lincoln County,OK
2725,40083,"Logan County, OK",Logan County,OK
2726,40085,"Love County, OK",Love County,OK
2727,40087,"McClain County, OK",McClain County,OK
2728,40089,"McCurtain County, OK",McCurtain County,OK
2729,40097,"Mayes County, OK",Mayes County,OK
2730,40099,"Murray County, OK",Murray County,OK
2731,40101,"Muskogee County, OK",Muskogee County,OK
2732,40103,"Noble County, OK",Noble County,OK
2733,40105,"Nowata County, OK",Nowata County,OK
2734,40107,"Okfuskee County, OK",Okfuskee County,OK
2735,40111,"Okmulgee County, OK",Okmulgee County,OK
2736,40113,"Osage County, OK",Osage County,OK
2737,40117,"Pawnee County, OK",Pawnee County,OK
2738,40119,"Payne County, OK",Payne County,OK
2739,40121,"Pittsburg County, OK",Pittsburg County,OK
2740,40131,"Rogers County, OK",Rogers County,OK
2741,40133,"Seminole County, OK",Seminole County,OK
2742,40143,"Tulsa County, OK",Tulsa County,OK
2743,40145,"Wagoner County, OK",Wagoner County,OK
2744,40149,"Washita County, OK",Washita County,OK
2745,41001,"Baker County, OR",Baker County,OR
2746,41005,"Clackamas County, OR",Clackamas County,OR
2747,41009,"Columbia County, OR",Columbia County,OR
2748,41013,"Crook County, OR",Crook County,OR
2749,41015,"Curry County, OR",Curry County,OR
2750,41019,"Douglas County, OR",Douglas County,OR
2751,41021,"Gilliam County, OR",Gilliam County,OR
2752,41023,"Grant County, OR",Grant County,OR
2753,41029,"Jackson County, OR",Jackson County,OR
2754,41031,"Jefferson County, OR",Jefferson County,OR
2755,41033,"Josephine County, OR",Josephine County,OR
2756,41039,"Lane County, OR",Lane County,OR
2757,41041,"Lincoln County, OR",Lincoln County,OR
2758,41043,"Linn County, OR",Linn County,OR
2759,41045,"Malheur County, OR",Malheur County,OR
2760,41047,"Marion County, OR",Marion County,OR
2761,41055,"Sherman County, OR",Sherman County,OR
2762,41059,"Umatilla County, OR",Umatilla County,OR
2763,41063,"Wallowa County, OR",Wallowa County,OR
2764,41071,"Yamhill County, OR",Yamhill County,OR
2765,42001,"Adams County, PA",Adams County,PA
2766,42003,"Allegheny County, PA",Allegheny County,PA
2767,42005,"Armstrong County, PA",Armstrong County,PA
2768,42007,"Beaver County, PA",Beaver County,PA
2769,42009,"Bedford County, PA",Bedford County,PA
2770,42011,"Berks County, PA",Berks County,PA
2771,42013,"Blair County, PA",Blair County,PA
2772,42017,"Bucks County, PA",Bucks County,PA
2773,42019,"Butler County, PA",Butler County,PA
2774,42023,"Cameron County, PA",Cameron County,PA
2775,42025,"Carbon County, PA",Carbon County,PA
2776,42027,"Centre County, PA",Centre County,PA
2777,42029,"Chester County, PA",Chester County,PA
2778,42031,"Clarion County, PA",Clarion County,PA
2779,42037,"Columbia County, PA",Columbia County,PA
2780,42039,"Crawford County, PA",Crawford County,PA
2781,42041,"Cumberland County, PA",Cumberland County,PA
2782,42043,"Dauphin County, PA",Dauphin County,PA
2783,42047,"Elk County, PA",Elk County,PA
2784,42049,"Erie County, PA",Erie County,PA
2785,42051,"Fayette County, PA",Fayette County,PA
2786,42057,"Fulton County, PA",Fulton County,PA
2787,42059,"Greene County, PA",Greene County,PA
2788,42067,"Juniata County, PA",Juniata County,PA
2789,42071,"Lancaster County, PA",Lancaster County,PA
2790,42077,"Lehigh County, PA",Lehigh County,PA
2791,42079,"Luzerne County, PA",Luzerne County,PA
2792,42081,"Lycoming County, PA",Lycoming County,PA
2793,42083,"McKean County, PA",McKean County,PA
2794,42085,"Mercer County, PA",Mercer County,PA
2795,42091,"Montgomery County, PA",Montgomery County,PA
2796,42093,"Montour County, PA",Montour County,PA
2797,42095,"Northampton County, PA",Northampton County,PA
2798,42099,"Perry County, PA",Perry County,PA
2799,42113,"Sullivan County, PA",Sullivan County,PA
2800,42117,"Tioga County, PA",Tioga County,PA
2801,42121,"Venango County, PA",Venango County,PA
2802,42123,"Warren County, PA",Warren County,PA
2803,42125,"Washington County, PA",Washington County,PA
2804,42127,"Wayne County, PA",Wayne County,PA
2805,42131,"Wyoming County, PA",Wyoming County,PA
2806,44007,"Providence County, RI",Providence County,RI
2807,44009,"Washington County, RI",Washington County,RI
2808,45001,"Abbeville County, SC",Abbeville County,SC
2809,45005,"Allendale County, SC",Allendale County,SC
2810,45015,"Berkeley County, SC",Berkeley County,SC
2811,45023,"Chester County, SC",Chester County,SC
2812,45029,"Colleton County, SC",Colleton County,SC
2813,45035,"Dorchester County, SC",Dorchester County,SC
2814,45041,"Florence County, SC",Florence County,SC
2815,45043,"Georgetown County, SC",Georgetown County,SC
2816,45045,"Greenville County, SC",Greenville County,SC
2817,45047,"Greenwood County, SC",Greenwood County,SC
2818,45049,"Hampton County, SC",Hampton County,SC
2819,45055,"Kershaw County, SC",Kershaw County,SC
2820,45057,"Lancaster County, SC",Lancaster County,SC
2821,45063,"Lexington County, SC",Lexington County,SC
2822,45065,"McCormick County, SC",McCormick County,SC
2823,45069,"Marlboro County, SC",Marlboro County,SC
2824,45073,"Oconee County, SC",Oconee County,SC
2825,45075,"Orangeburg County, SC",Orangeburg County,SC
2826,45081,"Saluda County, SC",Saluda County,SC
2827,45083,"Spartanburg County, SC",Spartanburg County,SC
2828,45085,"Sumter County, SC",Sumter County,SC
2829,45087,"Union County, SC",Union County,SC
2830,45089,"Williamsburg County, SC",Williamsburg County,SC
2831,46011,"Brookings County, SD",Brookings County,SD
2832,46021,"Campbell County, SD",Campbell County,SD
2833,46023,"Charles Mix County, SD",Charles Mix County,SD
2834,46025,"Clark County, SD",Clark County,SD
2835,46029,"Codington County, SD",Codington County,SD
2836,46031,"Corson County, SD",Corson County,SD
2837,46035,"Davison County, SD",Davison County,SD
2838,46037,"Day County, SD",Day County,SD
2839,46039,"Deuel County, SD",Deuel County,SD
2840,46047,"Fall River County, SD",Fall River County,SD
2841,46051,"Grant County, SD",Grant County,SD
2842,46063,"Harding County, SD",Harding County,SD
2843,46065,"Hughes County, SD",Hughes County,SD
2844,46067,"Hutchinson County, SD",Hutchinson County,SD
2845,46069,"Hyde County, SD",Hyde County,SD
2846,46075,"Jones County, SD",Jones County,SD
2847,46077,"Kingsbury County, SD",Kingsbury County,SD
2848,46079,"Lake County, SD",Lake County,SD
2849,46081,"Lawrence County, SD",Lawrence County,SD
2850,46083,"Lincoln County, SD",Lincoln County,SD
2851,46087,"McCook County, SD",McCook County,SD
2852,46089,"McPherson County, SD",McPherson County,SD
2853,46091,"Marshall County, SD",Marshall County,SD
2854,46097,"Miner County, SD",Miner County,SD
2855,46099,"Minnehaha County, SD",Minnehaha County,SD
2856,46105,"Perkins County, SD",Perkins County,SD
2857,46109,"Roberts County, SD",Roberts County,SD
2858,46113,"Shannon County, SD",Shannon County,SD
2859,46115,"Spink County, SD",Spink County,SD
2860,46117,"Stanley County, SD",Stanley County,SD
2861,46119,"Sully County, SD",Sully County,SD
2862,46121,"Todd County, SD",Todd County,SD
2863,46125,"Turner County, SD",Turner County,SD
2864,46137,"Ziebach County, SD",Ziebach County,SD
2865,47007,"Bledsoe County, TN",Bledsoe County,TN
2866,47013,"Campbell County, TN",Campbell County,TN
2867,47017,"Carroll County, TN",Carroll County,TN
2868,47019,"Carter County, TN",Carter County,TN
2869,47023,"Chester County, TN",Chester County,TN
2870,47025,"Claiborne County, TN",Claiborne County,TN
2871,47029,"Cocke County, TN",Cocke County,TN
2872,47031,"Coffee County, TN",Coffee County,TN
2873,47035,"Cumberland County, TN",Cumberland County,TN
2874,47043,"Dickson County, TN",Dickson County,TN
2875,47051,"Franklin County, TN",Franklin County,TN
2876,47053,"Gibson County, TN",Gibson County,TN
2877,47055,"Giles County, TN",Giles County,TN
2878,47059,"Greene County, TN",Greene County,TN
2879,47061,"Grundy County, TN",Grundy County,TN
2880,47067,"Hancock County, TN",Hancock County,TN
2881,47075,"Haywood County, TN",Haywood County,TN
2882,47079,"Henry County, TN",Henry County,TN
2883,47081,"Hickman County, TN",Hickman County,TN
2884,47085,"Humphreys County, TN",Humphreys County,TN
2885,47089,"Jefferson County, TN",Jefferson County,TN
2886,47097,"Lauderdale County, TN",Lauderdale County,TN
2887,47101,"Lewis County, TN",Lewis County,TN
2888,47103,"Lincoln County, TN",Lincoln County,TN
2889,47107,"McMinn County, TN",McMinn County,TN
2890,47109,"McNairy County, TN",McNairy County,TN
2891,47113,"Madison County, TN",Madison County,TN
2892,47125,"Montgomery County, TN",Montgomery County,TN
2893,47127,"Moore County, TN",Moore County,TN
2894,47133,"Overton County, TN",Overton County,TN
2895,47137,"Pickett County, TN",Pickett County,TN
2896,47139,"Polk County, TN",Polk County,TN
2897,47143,"Rhea County, TN",Rhea County,TN
2898,47151,"Scott County, TN",Scott County,TN
2899,47155,"Sevier County, TN",Sevier County,TN
2900,47161,"Stewart County, TN",Stewart County,TN
2901,47163,"Sullivan County, TN",Sullivan County,TN
2902,47167,"Tipton County, TN",Tipton County,TN
2903,47171,"Unicoi County, TN",Unicoi County,TN
2904,47173,"Union County, TN",Union County,TN
2905,47183,"Weakley County, TN",Weakley County,TN
2906,47187,"Williamson County, TN",Williamson County,TN
2907,48007,"Aransas County, TX",Aransas County,TX
2908,48017,"Bailey County, TX",Bailey County,TX
2909,48019,"Bandera County, TX",Bandera County,TX
2910,48021,"Bastrop County, TX",Bastrop County,TX
2911,48027,"Bell County, TX",Bell County,TX
2912,48029,"Bexar County, TX",Bexar County,TX
2913,48033,"Borden County, TX",Borden County,TX
2914,48039,"Brazoria County, TX",Brazoria County,TX
2915,48041,"Brazos County, TX",Brazos County,TX
2916,48045,"Briscoe County, TX",Briscoe County,TX
2917,48051,"Burleson County, TX",Burleson County,TX
2918,48059,"Callahan County, TX",Callahan County,TX
2919,48061,"Cameron County, TX",Cameron County,TX
2920,48063,"Camp County, TX",Camp County,TX
2921,48065,"Carson County, TX",Carson County,TX
2922,48067,"Cass County, TX",Cass County,TX
2923,48077,"Clay County, TX",Clay County,TX
2924,48081,"Coke County, TX",Coke County,TX
2925,48083,"Coleman County, TX",Coleman County,TX
2926,48085,"Collin County, TX",Collin County,TX
2927,48089,"Colorado County, TX",Colorado County,TX
2928,48097,"Cooke County, TX",Cooke County,TX
2929,48105,"Crockett County, TX",Crockett County,TX
2930,48107,"Crosby County, TX",Crosby County,TX
2931,48111,"Dallam County, TX",Dallam County,TX
2932,48115,"Dawson County, TX",Dawson County,TX
2933,48121,"Denton County, TX",Denton County,TX
2934,48125,"Dickens County, TX",Dickens County,TX
2935,48129,"Donley County, TX",Donley County,TX
2936,48131,"Duval County, TX",Duval County,TX
2937,48141,"El Paso County, TX",El Paso County,TX
2938,48145,"Falls County, TX",Falls County,TX
2939,48151,"Fisher County, TX",Fisher County,TX
2940,48153,"Floyd County, TX",Floyd County,TX
2941,48155,"Foard County, TX",Foard County,TX
2942,48165,"Gaines County, TX",Gaines County,TX
2943,48167,"Galveston County, TX",Galveston County,TX
2944,48169,"Garza County, TX",Garza County,TX
2945,48181,"Grayson County, TX",Grayson County,TX
2946,48189,"Hale County, TX",Hale County,TX
2947,48191,"Hall County, TX",Hall County,TX
2948,48193,"Hamilton County, TX",Hamilton County,TX
2949,48199,"Hardin County, TX",Hardin County,TX
2950,48201,"Harris County, TX",Harris County,TX
2951,48203,"Harrison County, TX",Harrison County,TX
2952,48213,"Henderson County, TX",Henderson County,TX
2953,48215,"Hidalgo County, TX",Hidalgo County,TX
2954,48219,"Hockley County, TX",Hockley County,TX
2955,48221,"Hood County, TX",Hood County,TX
2956,48225,"Houston County, TX",Houston County,TX
2957,48229,"Hudspeth County, TX",Hudspeth County,TX
2958,48233,"Hutchinson County, TX",Hutchinson County,TX
2959,48235,"Irion County, TX",Irion County,TX
2960,48243,"Jeff Davis County, TX",Jeff Davis County,TX
2961,48249,"Jim Wells County, TX",Jim Wells County,TX
2962,48255,"Karnes County, TX",Karnes County,TX
2963,48257,"Kaufman County, TX",Kaufman County,TX
2964,48261,"Kenedy County, TX",Kenedy County,TX
2965,48263,"Kent County, TX",Kent County,TX
2966,48265,"Kerr County, TX",Kerr County,TX
2967,48267,"Kimble County, TX",Kimble County,TX
2968,48269,"King County, TX",King County,TX
2969,48273,"Kleberg County, TX",Kleberg County,TX
2970,48281,"Lampasas County, TX",Lampasas County,TX
2971,48285,"Lavaca County, TX",Lavaca County,TX
2972,48291,"Liberty County, TX",Liberty County,TX
2973,48301,"Loving County, TX",Loving County,TX
2974,48307,"McCulloch County, TX",McCulloch County,TX
2975,48317,"Martin County, TX",Martin County,TX
2976,48321,"Matagorda County, TX",Matagorda County,TX
2977,48327,"Menard County, TX",Menard County,TX
2978,48329,"Midland County, TX",Midland County,TX
2979,48331,"Milam County, TX",Milam County,TX
2980,48341,"Moore County, TX",Moore County,TX
2981,48345,"Motley County, TX",Motley County,TX
2982,48347,"Nacogdoches County, TX",Nacogdoches County,TX
2983,48351,"Newton County, TX",Newton County,TX
2984,48355,"Nueces County, TX",Nueces County,TX
2985,48357,"Ochiltree County, TX",Ochiltree County,TX
2986,48363,"Palo Pinto County, TX",Palo Pinto County,TX
2987,48371,"Pecos County, TX",Pecos County,TX
2988,48373,"Polk County, TX",Polk County,TX
2989,48377,"Presidio County, TX",Presidio County,TX
2990,48379,"Rains County, TX",Rains County,TX
2991,48381,"Randall County, TX",Randall County,TX
2992,48383,"Reagan County, TX",Reagan County,TX
2993,48391,"Refugio County, TX",Refugio County,TX
2994,48393,"Roberts County, TX",Roberts County,TX
2995,48403,"Sabine County, TX",Sabine County,TX
2996,48405,"San Augustine County, TX",San Augustine County,TX
2997,48407,"San Jacinto County, TX",San Jacinto County,TX
2998,48411,"San Saba County, TX",San Saba County,TX
2999,48417,"Shackelford County, TX",Shackelford County,TX
3000,48421,"Sherman County, TX",Sherman County,TX
3001,48425,"Somervell County, TX",Somervell County,TX
3002,48427,"Starr County, TX",Starr County,TX
3003,48429,"Stephens County, TX",Stephens County,TX
3004,48435,"Sutton County, TX",Sutton County,TX
3005,48437,"Swisher County, TX",Swisher County,TX
3006,48441,"Taylor County, TX",Taylor County,TX
3007,48443,"Terrell County, TX",Terrell County,TX
3008,48445,"Terry County, TX",Terry County,TX
3009,48457,"Tyler County, TX",Tyler County,TX
3010,48459,"Upshur County, TX",Upshur County,TX
3011,48461,"Upton County, TX",Upton County,TX
3012,48467,"Van Zandt County, TX",Van Zandt County,TX
3013,48471,"Walker County, TX",Walker County,TX
3014,48473,"Waller County, TX",Waller County,TX
3015,48477,"Washington County, TX",Washington County,TX
3016,48481,"Wharton County, TX",Wharton County,TX
3017,48485,"Wichita County, TX",Wichita County,TX
3018,48489,"Willacy County, TX",Willacy County,TX
3019,48497,"Wise County, TX",Wise County,TX
3020,48503,"Young County, TX",Young County,TX
3021,48505,"Zapata County, TX",Zapata County,TX
3022,49003,"Box Elder County, UT",Box Elder County,UT
3023,49007,"Carbon County, UT",Carbon County,UT
3024,49013,"Duchesne County, UT",Duchesne County,UT
3025,49015,"Emery County, UT",Emery County,UT
3026,49017,"Garfield County, UT",Garfield County,UT
3027,49019,"Grand County, UT",Grand County,UT
3028,49029,"Morgan County, UT",Morgan County,UT
3029,49031,"Piute County, UT",Piute County,UT
3030,49033,"Rich County, UT",Rich County,UT
3031,49035,"Salt Lake County, UT",Salt Lake County,UT
3032,49037,"San Juan County, UT",San Juan County,UT
3033,49039,"Sanpete County, UT",Sanpete County,UT
3034,49041,"Sevier County, UT",Sevier County,UT
3035,49043,"Summit County, UT",Summit County,UT
3036,49049,"Utah County, UT",Utah County,UT
3037,49051,"Wasatch County, UT",Wasatch County,UT
3038,49055,"Wayne County, UT",Wayne County,UT
3039,49057,"Weber County, UT",Weber County,UT
3040,50003,"Bennington County, VT",Bennington County,VT
3041,50007,"Chittenden County, VT",Chittenden County,VT
3042,50015,"Lamoille County, VT",Lamoille County,VT
3043,50019,"Orleans County, VT",Orleans County,VT
3044,50021,"Rutland County, VT",Rutland County,VT
3045,50023,"Washington County, VT",Washington County,VT
3046,50025,"Windham County, VT",Windham County,VT
3047,50027,"Windsor County, VT",Windsor County,VT
3048,51001,"Accomack County, VA",Accomack County,VA
3049,51003,"Albemarle County, VA",Albemarle County,VA
3050,51007,"Amelia County, VA",Amelia County,VA
3051,51009,"Amherst County, VA",Amherst County,VA
3052,51015,"Augusta County, VA",Augusta County,VA
3053,51019,"Bedford County, VA",Bedford County,VA
3054,51029,"Buckingham County, VA",Buckingham County,VA
3055,51031,"Campbell County, VA",Campbell County,VA
3056,51033,"Caroline County, VA",Caroline County,VA
3057,51035,"Carroll County, VA",Carroll County,VA
3058,51041,"Chesterfield County, VA",Chesterfield County,VA
3059,51043,"Clarke County, VA",Clarke County,VA
3060,51047,"Culpeper County, VA",Culpeper County,VA
3061,51049,"Cumberland County, VA",Cumberland County,VA
3062,51057,"Essex County, VA",Essex County,VA
3063,51059,"Fairfax County, VA",Fairfax County,VA
3064,51067,"Franklin County, VA",Franklin County,VA
3065,51075,"Goochland County, VA",Goochland County,VA
3066,51081,"Greensville County, VA",Greensville County,VA
3067,51087,"Henrico County, VA",Henrico County,VA
3068,51089,"Henry County, VA",Henry County,VA
3069,51093,"Isle of Wight County, VA",Isle of Wight County,VA
3070,51103,"Lancaster County, VA",Lancaster County,VA
3071,51105,"Lee County, VA",Lee County,VA
3072,51109,"Louisa County, VA",Louisa County,VA
