,region,region_name,county,state
3073,51121,"Montgomery County, VA",Montgomery County,VA
3074,51131,"Northampton County, VA",Northampton County,VA
3075,51143,"Pittsylvania County, VA",Pittsylvania County,VA
3076,51145,"Powhatan County, VA",Powhatan County,VA
3077,51149,"Prince George County, VA",Prince George County,VA
3078,51167,"Russell County, VA",Russell County,VA
3079,51179,"Stafford County, VA",Stafford County,VA
3080,51181,"Surry County, VA",Surry County,VA
3081,51183,"Sussex County, VA",Sussex County,VA
3082,51185,"Tazewell County, VA",Tazewell County,VA
3083,51187,"Warren County, VA",Warren County,VA
3084,51193,"Westmoreland County, VA",Westmoreland County,VA
3085,51195,"Wise County, VA",Wise County,VA
3086,51197,"Wythe County, VA",Wythe County,VA
3087,51199,"York County, VA",York County,VA
3088,51510,"Alexandria city, VA",Alexandria city,VA
3089,51515,"Bedford city, VA",Bedford city,VA
3090,51520,"Bristol city, VA",Bristol city,VA
3091,51530,"Buena Vista city, VA",Buena Vista city,VA
3092,51570,"Colonial Heights city, VA",Colonial Heights city,VA
3093,51580,"Covington city, VA",Covington city,VA
3094,51590,"Danville city, VA",Danville city,VA
3095,51595,"Emporia city, VA",Emporia city,VA
3096,51630,"Fredericksburg city, VA",Fredericksburg city,VA
3097,51660,"Harrisonburg city, VA",Harrisonburg city,VA
3098,51678,"Lexington city, VA",Lexington city,VA
3099,51680,"Lynchburg city, VA",Lynchburg city,VA
3100,51690,"Martinsville city, VA",Martinsville city,VA
3101,51700,"Newport News city, VA",Newport News city,VA
3102,51710,"Norfolk city, VA",Norfolk city,VA
3103,51720,"Norton city, VA",Norton city,VA
3104,51735,"Poquoson city, VA",Poquoson city,VA
3105,51740,"Portsmouth city, VA",Portsmouth city,VA
3106,51760,"Richmond city, VA",Richmond city,VA
3107,51775,"Salem city, VA",Salem city,VA
3108,51830,"Williamsburg city, VA",Williamsburg city,VA
3109,51840,"Winchester city, VA",Winchester city,VA
3110,53005,"Benton County, WA",Benton County,WA
3111,53009,"Clallam County, WA",Clallam County,WA
3112,53013,"Columbia County, WA",Columbia County,WA
3113,53015,"Cowlitz County, WA",Cowlitz County,WA
3114,53021,"Franklin County, WA",Franklin County,WA
3115,53023,"Garfield County, WA",Garfield County,WA
3116,53031,"Jefferson County, WA",Jefferson County,WA
3117,53037,"Kittitas County, WA",Kittitas County,WA
3118,53039,"Klickitat County, WA",Klickitat County,WA
3119,53055,"San Juan County, WA",San Juan County,WA
3120,53057,"Skagit County, WA",Skagit County,WA
3121,53061,"Snohomish County, WA",Snohomish County,WA
3122,53071,"Walla Walla County, WA",Walla Walla County,WA
3123,53073,"Whatcom County, WA",Whatcom County,WA
3124,53077,"Yakima County, WA",Yakima County,WA
3125,54003,"Berkeley County, WV",Berkeley County,WV
3126,54007,"Braxton County, WV",Braxton County,WV
3127,54017,"Doddridge County, WV",Doddridge County,WV
3128,54023,"Grant County, WV",Grant County,WV
3129,54025,"Greenbrier County, WV",Greenbrier County,WV
3130,54029,"Hancock County, WV",Hancock County,WV
3131,54031,"Hardy County, WV",Hardy County,WV
3132,54035,"Jackson County, WV",Jackson County,WV
3133,54037,"Jefferson County, WV",Jefferson County,WV
3134,54041,"Lewis County, WV",Lewis County,WV
3135,54043,"Lincoln County, WV",Lincoln County,WV
3136,54051,"Marshall County, WV",Marshall County,WV
3137,54053,"Mason County, WV",Mason County,WV
3138,54059,"Mingo County, WV",Mingo County,WV
3139,54063,"Monroe County, WV",Monroe County,WV
3140,54075,"Pocahontas County, WV",Pocahontas County,WV
3141,54077,"Preston County, WV",Preston County,WV
3142,54079,"Putnam County, WV",Putnam County,WV
3143,54081,"Raleigh County, WV",Raleigh County,WV
3144,54083,"Randolph County, WV",Randolph County,WV
3145,54091,"Taylor County, WV",Taylor County,WV
3146,54095,"Tyler County, WV",Tyler County,WV
3147,54099,"Wayne County, WV",Wayne County,WV
3148,54107,"Wood County, WV",Wood County,WV
3149,55009,"Brown County, WI",Brown County,WI
3150,55011,"Buffalo County, WI",Buffalo County,WI
3151,55019,"Clark County, WI",Clark County,WI
3152,55021,"Columbia County, WI",Columbia County,WI
3153,55025,"Dane County, WI",Dane County,WI
3154,55031,"Douglas County, WI",Douglas County,WI
3155,55033,"Dunn County, WI",Dunn County,WI
3156,55047,"Green Lake County, WI",Green Lake County,WI
3157,55055,"Jefferson County, WI",Jefferson County,WI
3158,55057,"Juneau County, WI",Juneau County,WI
3159,55059,"Kenosha County, WI",Kenosha County,WI
3160,55063,"La Crosse County, WI",La Crosse County,WI
3161,55065,"Lafayette County, WI",Lafayette County,WI
3162,55067,"Langlade County, WI",Langlade County,WI
3163,55071,"Manitowoc County, WI",Manitowoc County,WI
3164,55073,"Marathon County, WI",Marathon County,WI
3165,55075,"Marinette County, WI",Marinette County,WI
3166,55077,"Marquette County, WI",Marquette County,WI
3167,55078,"Menominee County, WI",Menominee County,WI
3168,55081,"Monroe County, WI",Monroe County,WI
3169,55083,"Oconto County, WI",Oconto County,WI
3170,55091,"Pepin County, WI",Pepin County,WI
3171,55095,"Polk County, WI",Polk County,WI
3172,55099,"Price County, WI",Price County,WI
3173,55101,"Racine County, WI",Racine County,WI
3174,55107,"Rusk County, WI",Rusk County,WI
3175,55111,"Sauk County, WI",Sauk County,WI
3176,55119,"Taylor County, WI",Taylor County,WI
3177,55121,"Trempealeau County, WI",Trempealeau County,WI
3178,55125,"Vilas County, WI",Vilas County,WI
3179,55127,"Walworth County, WI",Walworth County,WI
3180,55133,"Waukesha County, WI",Waukesha County,WI
3181,55137,"Waushara County, WI",Waushara County,WI
3182,55141,"Wood County, WI",Wood County,WI
3183,56003,"Big Horn County, WY",Big Horn County,WY
3184,56005,"Campbell County, WY",Campbell County,WY
3185,56009,"Converse County, WY",Converse County,WY
3186,56011,"Crook County, WY",Crook County,WY
3187,56013,"Fremont County, WY",Fremont County,WY
3188,56015,"Goshen County, WY",Goshen County,WY
3189,56017,"Hot Springs County, WY",Hot Springs County,WY
3190,56021,"Laramie County, WY",Laramie County,WY
3191,56027,"Niobrara County, WY",Niobrara County,WY
3192,56029,"Park County, WY",Park County,WY
3193,56039,"Teton County, WY",Teton County,WY
3194,56041,"Uinta County, WY",Uinta County,WY
3195,56045,"Weston County, WY",Weston County,WY
3196,60010,"Eastern District, AS",Eastern District,AS
3197,60020,"Manu'a District, AS",Manu'a District,AS
3198,66010,"Guam, GU",Guam,GU
3199,69085,"Northern Islands Municipality, MP",Northern Islands Municipality,MP
3200,72013,"Arecibo Municipio, PR",Arecibo Municipio,PR
3201,72015,"Arroyo Municipio, PR",Arroyo Municipio,PR
3202,72019,"Barranquitas Municipio, PR",Barranquitas Municipio,PR
3203,72021,"Bayamon Municipio, PR",Bayamon Municipio,PR
3204,72025,"Caguas Municipio, PR",Caguas Municipio,PR
3205,72027,"Camuy Municipio, PR",Camuy Municipio,PR
3206,72031,"Carolina Municipio, PR",Carolina Municipio,PR
3207,72035,"Cayey Municipio, PR",Cayey Municipio,PR
3208,72037,"Ceiba Municipio, PR",Ceiba Municipio,PR
3209,72039,"Ciales Municipio, PR",Ciales Municipio,PR
3210,72045,"Comerio Municipio, PR",Comerio Municipio,PR
3211,72049,"Culebra Municipio, PR",Culebra Municipio,PR
3212,72054,"Florida Municipio, PR",Florida Municipio,PR
3213,72061,"Guaynabo Municipio, PR",Guaynabo Municipio,PR
3214,72069,"Humacao Municipio, PR",Humacao Municipio,PR
3215,72073,"Jayuya Municipio, PR",Jayuya Municipio,PR
3216,72075,"Juana Diaz Municipio, PR",Juana Diaz Municipio,PR
3217,72077,"Juncos Municipio, PR",Juncos Municipio,PR
3218,72081,"Lares Municipio, PR",Lares Municipio,PR
3219,72085,"Las Piedras Municipio, PR",Las Piedras Municipio,PR
3220,72089,"Luquillo Municipio, PR",Luquillo Municipio,PR
3221,72097,"Mayaguez Municipio, PR",Mayaguez Municipio,PR
3222,72099,"Moca Municipio, PR",Moca Municipio,PR
3223,72103,"Naguabo Municipio, PR",Naguabo Municipio,PR
3224,72105,"Naranjito Municipio, PR",Naranjito Municipio,PR
3225,72111,"Penuelas Municipio, PR",Penuelas Municipio,PR
3226,72115,"Quebradillas Municipio, PR",Quebradillas Municipio,PR
3227,72117,"Rincon Municipio, PR",Rincon Municipio,PR
3228,72129,"San Lorenzo Municipio, PR",San Lorenzo Municipio,PR
3229,72135,"Toa Alta Municipio, PR",Toa Alta Municipio,PR
3230,72139,"Trujillo Alto Municipio, PR",Trujillo Alto Municipio,PR
3231,72141,"Utuado Municipio, PR",Utuado Municipio,PR
3232,72143,"Vega Alta Municipio, PR",Vega Alta Municipio,PR
3233,72145,"Vega Baja Municipio, PR",Vega Baja Municipio,PR
3234,78010,"St. Croix Island, VI",St. Croix Island,VI
3235,46102,"Oglala Lakota County, SD",Oglala Lakota County,SD
